inputName,text,data,bss
values_242,1650,530,31
values_505,1626,10,11
values_924,1724,50,15
values_862,1648,64,16
values_287,1650,400,28
values_733,1552,4,10
values_813,1724,82,17
values_11,1650,122,19
values_19,1728,100,18
values_999,1648,256,24
values_134,1724,82,17
values_609,1776,576,32
values_993,1626,10,11
values_731,1674,36,14
values_127,1776,576,32
values_889,1650,442,29
values_987,1650,784,36
values_780,1650,484,30
values_435,1626,10,11
values_950,1552,4,10
values_976,1650,442,29
values_557,1626,10,11
values_398,1650,226,23
values_892,1674,26,13
values_670,1650,676,34
values_574,1650,400,28
values_163,1650,122,19
values_900,1650,530,31
values_392,1648,64,16
values_447,1648,256,24
values_523,1650,676,34
values_679,1650,400,28
values_419,1674,26,13
values_895,1724,50,15
values_298,1600,16,12
values_155,1674,36,14
values_12,1650,484,30
values_160,1674,26,13
values_626,1724,50,15
values_38,1650,484,30
values_146,1724,50,15
values_81,1724,82,17
values_687,1650,400,28
values_213,1724,82,17
values_212,1650,442,29
values_568,1600,16,12
values_5,1650,626,33
values_40,1648,256,24
values_970,1648,256,24
values_707,1650,290,25
values_406,1674,26,13
values_893,1650,226,23
values_144,1650,730,35
values_979,1650,226,23
values_831,1650,290,25
values_402,1650,784,36
values_404,1650,676,34
values_310,1848,196,22
values_70,1648,64,16
values_268,1724,82,17
values_412,1650,730,35
values_290,1848,196,22
values_916,1650,170,21
values_567,1600,16,12
values_913,1650,530,31
values_232,1650,122,19
values_319,1650,784,36
values_23,1648,256,24
values_899,1650,170,21
values_428,1650,676,34
values_858,1724,50,15
values_546,1650,362,27
values_432,1650,122,19
values_231,1776,576,32
values_388,1650,626,33
values_350,1674,36,14
values_603,1728,100,18
values_364,1674,26,13
values_530,1650,626,33
values_72,1552,4,10
values_536,1776,576,32
values_79,1650,626,33
values_342,1650,484,30
values_803,1674,36,14
values_501,1650,226,23
values_540,1724,82,17
values_955,1650,362,27
values_191,1848,196,22
values_812,1650,170,21
values_545,1848,196,22
values_78,1648,64,16
values_526,1650,400,28
values_695,1776,576,32
values_87,1648,64,16
values_300,1648,256,24
values_964,1674,36,14
values_998,1650,400,28
values_988,1674,26,13
values_6,1776,576,32
values_625,1650,290,25
values_518,1728,100,18
values_122,1650,362,27
values_541,1728,100,18
values_279,1728,100,18
values_256,1848,196,22
values_796,1650,400,28
values_504,1724,82,17
values_752,1650,226,23
values_459,1848,196,22
values_658,1650,442,29
values_408,1650,170,21
values_867,1674,26,13
values_727,1650,400,28
values_177,1650,122,19
values_823,1728,100,18
values_822,1650,290,25
values_218,1650,484,30
values_426,1650,784,36
values_776,1724,144,20
values_143,1650,484,30
values_739,1650,400,28
values_312,1626,10,11
values_174,1552,4,10
values_669,1674,36,14
values_120,1648,64,16
values_974,1650,400,28
values_217,1848,196,22
values_866,1650,530,31
values_192,1650,362,27
values_328,1674,36,14
values_68,1552,4,10
values_387,1626,10,11
values_69,1552,4,10
values_749,1648,64,16
values_135,1650,442,29
values_341,1728,100,18
values_494,1650,226,23
values_1,1674,26,13
values_589,1552,4,10
values_925,1650,730,35
values_524,1650,362,27
values_994,1650,730,35
values_856,1626,10,11
values_156,1650,626,33
values_470,1650,484,30
values_207,1650,626,33
values_655,1650,784,36
values_441,1674,36,14
values_109,1650,226,23
values_45,1648,64,16
values_125,1724,50,15
values_600,1674,36,14
values_708,1848,196,22
values_791,1724,82,17
values_912,1650,290,25
values_533,1776,576,32
values_418,1776,576,32
values_228,1650,626,33
values_585,1724,144,20
values_465,1650,400,28
values_239,1776,576,32
values_842,1648,64,16
values_208,1650,226,23
values_932,1650,730,35
values_957,1650,290,25
values_563,1650,290,25
values_766,1776,576,32
values_476,1650,530,31
values_175,1650,530,31
values_591,1600,16,12
values_997,1848,196,22
values_385,1674,26,13
values_115,1780,324,26
values_653,1776,576,32
values_753,1650,442,29
values_241,1650,400,28
values_197,1650,676,34
values_636,1626,10,11
values_450,1724,82,17
values_106,1650,400,28
values_699,1626,10,11
values_578,1552,4,10
values_644,1650,784,36
values_570,1674,26,13
values_873,1724,50,15
values_33,1650,626,33
values_210,1724,144,20
values_486,1848,196,22
values_252,1728,100,18
values_694,1674,26,13
values_759,1724,82,17
values_245,1650,226,23
values_15,1650,484,30
values_792,1650,170,21
values_248,1650,170,21
values_246,1650,676,34
values_556,1674,36,14
values_513,1728,100,18
values_93,1648,64,16
values_558,1650,400,28
values_991,1626,10,11
values_181,1648,256,24
values_674,1650,626,33
values_652,1724,50,15
values_344,1674,26,13
values_715,1776,576,32
values_528,1650,730,35
values_276,1650,484,30
values_24,1648,256,24
values_296,1780,324,26
values_244,1674,26,13
values_380,1650,170,21
values_25,1728,100,18
values_740,1650,484,30
values_478,1600,16,12
values_379,1650,122,19
values_810,1674,36,14
values_440,1650,484,30
values_543,1648,256,24
values_130,1626,10,11
values_225,1650,290,25
values_285,1776,576,32
values_363,1650,730,35
values_667,1650,170,21
values_26,1674,26,13
values_793,1650,226,23
values_772,1650,170,21
values_931,1650,676,34
values_981,1650,400,28
values_422,1650,626,33
values_920,1650,122,19
values_259,1650,226,23
values_477,1724,82,17
values_738,1650,730,35
values_430,1674,36,14
values_922,1650,362,27
values_903,1626,10,11
values_761,1674,36,14
values_204,1600,16,12
values_48,1650,676,34
values_71,1650,626,33
values_851,1650,676,34
values_347,1650,122,19
values_725,1674,36,14
values_266,1780,324,26
values_448,1674,26,13
values_934,1776,576,32
values_531,1650,730,35
values_224,1650,122,19
values_686,1650,730,35
values_927,1650,442,29
values_407,1650,484,30
values_76,1650,530,31
values_949,1650,784,36
values_969,1650,362,27
values_781,1650,170,21
values_7,1724,144,20
values_683,1724,144,20
values_376,1650,484,30
values_877,1848,196,22
values_654,1724,50,15
values_508,1650,170,21
values_332,1780,324,26
values_281,1650,484,30
values_381,1650,530,31
values_769,1650,400,28
values_701,1650,442,29
values_855,1724,82,17
values_320,1650,290,25
values_50,1728,100,18
values_918,1650,730,35
values_615,1648,64,16
values_704,1650,290,25
values_633,1552,4,10
values_847,1648,256,24
values_602,1780,324,26
values_399,1650,730,35
values_22,1648,256,24
values_313,1724,144,20
values_375,1648,256,24
values_963,1650,400,28
values_168,1776,576,32
values_226,1650,362,27
values_190,1724,82,17
values_429,1650,290,25
values_236,1650,626,33
values_777,1724,144,20
values_909,1848,196,22
values_438,1776,576,32
values_607,1650,784,36
values_717,1848,196,22
values_782,1674,36,14
values_258,1674,36,14
values_872,1724,50,15
values_637,1600,16,12
values_746,1650,784,36
values_4,1674,36,14
values_345,1650,400,28
values_102,1724,82,17
values_962,1650,122,19
values_356,1776,576,32
values_853,1650,784,36
values_849,1848,196,22
values_814,1650,784,36
values_370,1650,676,34
values_778,1650,626,33
values_458,1650,784,36
values_818,1674,36,14
values_119,1724,82,17
values_373,1626,10,11
values_351,1724,50,15
values_32,1650,442,29
values_770,1650,484,30
values_371,1650,442,29
values_283,1650,484,30
values_535,1650,226,23
values_250,1674,36,14
values_132,1552,4,10
values_649,1552,4,10
values_77,1650,676,34
values_260,1650,362,27
values_891,1650,290,25
values_91,1780,324,26
values_137,1648,256,24
values_42,1724,144,20
values_13,1650,484,30
values_577,1728,100,18
values_41,1780,324,26
values_809,1674,36,14
values_414,1776,576,32
values_360,1650,730,35
values_386,1674,26,13
values_158,1600,16,12
values_904,1650,626,33
values_480,1650,626,33
values_647,1650,730,35
values_104,1728,100,18
values_55,1650,400,28
values_491,1650,170,21
values_391,1780,324,26
values_972,1674,26,13
values_571,1724,82,17
values_940,1650,226,23
values_861,1650,484,30
values_324,1650,362,27
values_549,1728,100,18
values_170,1650,400,28
values_269,1648,256,24
values_442,1648,64,16
values_520,1848,196,22
values_455,1674,36,14
values_31,1650,530,31
values_971,1650,530,31
values_397,1674,26,13
values_254,1650,122,19
values_616,1650,400,28
values_66,1650,362,27
values_943,1650,226,23
values_117,1650,442,29
values_451,1650,676,34
values_643,1650,626,33
values_688,1650,122,19
values_569,1650,784,36
values_745,1552,4,10
values_65,1626,10,11
values_980,1650,676,34
values_982,1650,530,31
values_62,1650,122,19
values_789,1650,484,30
values_401,1552,4,10
values_21,1648,256,24
values_598,1650,122,19
values_273,1776,576,32
values_534,1776,576,32
values_118,1674,26,13
values_141,1728,100,18
values_366,1648,256,24
values_222,1552,4,10
values_876,1650,226,23
values_700,1650,484,30
values_95,1724,144,20
values_806,1650,530,31
values_671,1650,122,19
values_816,1626,10,11
values_630,1724,144,20
values_433,1650,442,29
values_905,1650,170,21
values_84,1724,50,15
values_233,1650,484,30
values_664,1650,530,31
values_162,1650,290,25
values_681,1724,144,20
values_542,1650,530,31
values_169,1648,256,24
values_660,1650,730,35
values_488,1552,4,10
values_894,1724,50,15
values_828,1728,100,18
values_537,1650,400,28
values_845,1626,10,11
values_584,1724,50,15
values_457,1650,290,25
values_499,1728,100,18
values_369,1650,784,36
values_58,1650,730,35
values_64,1650,122,19
values_196,1780,324,26
